user_id,age,gender,food_choice,berth_choice,opted_berth,opted_ss_concession,bedroll_choice
37954040,30,M,,UB,0,1,0
37954104,53,M,V,LB,0,0,0
37955350,31,F,,LB,0,1,0
37955718,23,M,,NC,0,0,0
37955949,27,F,,LB,0,0,0
37956299,27,M,,UB,0,0,0
37957187,23,M,,SL,0,0,0
37957211,24,M,V,SL,0,1,0
37957236,38,M,V,WS,0,0,0
37958483,34,M,,NC,0,1,0
37958504,32,M,,LB,0,0,0
37959730,19,M,,NC,0,0,0
37959852,35,M,D,LB,0,0,0
37959858,27,M,,WS,0,0,0
37959895,19,M,,NC,0,1,0
37960081,23,M,,WS,0,0,0
37960082,23,F,,SL,0,0,0
37960122,61,M,,LB,0,1,0
37960284,28,M,,LB,0,0,0
37960289,36,M,,WS,0,1,0
37960806,36,M,,SU,0,1,0
37960879,34,M,,LB,0,0,0
37961023,25,M,,SU,0,0,0
37961889,26,M,,NC,0,0,0
37961955,24,F,,NC,0,0,0
37962270,37,M,,LB,0,0,0
37962328,32,M,,LB,0,1,0
37962512,49,M,,NC,0,1,-1
37962727,28,M,,NC,0,0,0
37962810,27,F,,UB,0,0,0
37963541,39,M,,WS,0,0,0
37963608,26,M,,SU,0,0,0
37963866,25,M,,LB,0,0,0
37963897,21,M,,LB,0,0,0
37963958,30,M,,SU,0,0,0
37963982,22,M,,NC,0,0,0
37964091,24,M,,LB,0,0,0
37964204,50,M,,LB,0,1,0
37966037,9,M,,WS,1,0,0
37966208,31,M,,NC,0,0,0
37966303,24,M,D,LB,0,1,0
37966375,25,F,,NC,0,0,0
37966555,42,M,,SL,0,0,0
37966606,60,M,,LB,0,1,0
37966702,63,M,,LB,0,1,0
37967147,25,M,,LB,0,0,0
37967481,48,F,,LB,0,0,0
37967724,26,M,,NC,0,0,0
37968616,26,M,,MB,0,1,0
37968651,32,M,V,UB,0,0,0
37968671,26,M,,WS,0,0,0
37968947,51,M,,SL,0,0,0
37969510,39,M,,UB,0,0,0
37969571,21,M,,LB,0,0,0
37969739,26,F,,SL,0,0,0
37969847,30,M,,NC,0,0,0
37970155,30,M,,WS,0,0,0
37970353,37,F,,NC,0,0,0
37970382,70,M,V,NC,0,1,0
37970561,21,F,,LB,0,1,0
37970885,22,M,,NC,0,0,0
37970999,51,M,,NC,0,0,0
37971185,27,M,,LB,0,0,0
37971570,18,M,,LB,0,0,0
37971587,43,F,,LB,0,0,0
37971895,37,F,,LB,0,1,0
37973098,26,M,,UB,0,1,0
37973332,48,M,,NC,0,1,0
37973463,55,M,V,WS,0,0,0
37973533,33,M,,LB,0,0,0
37973976,53,M,,WS,0,0,0
37974704,56,M,V,SL,0,1,0
37975106,28,M,,NC,0,0,0
37975128,25,M,,SL,0,0,0
37975287,34,M,,WS,0,0,0
37976467,20,F,,NC,0,1,0
37977347,32,M,,NC,0,0,0
37977796,57,M,,NC,0,0,0
37978594,35,M,,LB,0,0,0
37978823,19,F,,LB,0,0,0
37979110,35,M,,LB,0,0,0
37979275,26,M,,LB,0,1,0
37979312,45,M,,LB,0,0,0
37979314,28,M,,NC,0,0,0
37979520,28,M,,UB,0,0,0
37980471,19,M,,LB,0,1,0
37980581,32,M,,LB,0,0,0
37980847,27,M,,UB,0,0,0
37981059,23,M,,NC,0,0,0
37981600,42,M,,NC,0,0,0
37982085,39,M,,NC,0,0,0
37982760,43,M,,WS,0,1,-1
37982837,62,F,,LB,0,1,0
37983135,50,M,,NC,0,0,0
37983150,35,M,,SL,0,0,0
37983204,29,M,,WS,0,0,0
37983331,19,M,,SU,0,0,0
37983480,50,M,,UB,0,0,0
37983697,23,M,,SU,0,0,0
37984965,16,F,,SL,0,0,0
37985435,32,M,,NC,0,0,0
37985452,45,M,,LB,0,0,0
37985822,27,M,,UB,0,0,0
37986192,30,M,,NC,0,0,0
37986317,20,M,,WS,0,0,0
37986356,61,M,,SL,0,1,0
37986375,26,F,,LB,0,0,0
37986462,50,M,,LB,0,0,0
37986608,24,M,,WS,0,1,0
37986745,33,M,,LB,0,0,0
37986855,35,M,,LB,0,1,0
37986880,26,M,,LB,0,0,0
37986889,31,M,,NC,0,1,0
37987195,32,M,,NC,0,0,0
37987251,39,M,,LB,0,0,0
37987471,60,M,,SL,0,1,0
37987478,22,M,,LB,0,0,0
37987825,65,M,,LB,0,1,0
37987888,30,M,,NC,0,0,0
37987938,28,F,,MB,0,0,0
37988215,30,M,,LB,0,0,0
37988941,40,M,,LB,0,0,0
37989185,35,M,,LB,0,0,0
37989282,29,M,,WS,0,1,0
37989378,29,M,,WS,0,0,0
37989550,30,F,,LB,0,0,0
37989586,35,M,,SL,0,0,0
37989642,25,F,,NC,0,1,0
37989991,23,M,,SU,0,0,0
37990043,65,F,,LB,0,1,0
37990090,45,M,,NC,0,0,0
37990666,23,M,,NC,0,0,0
37991236,23,M,,WS,0,0,0
37991354,37,M,,WS,0,1,0
37991640,29,M,N,LB,0,0,0
37992131,29,M,,SL,0,0,0
37992259,29,M,,NC,0,0,0
37993389,52,M,,LB,0,0,0
37993759,44,M,,NC,0,1,0
37993841,46,M,,LB,0,0,0
37993874,45,M,D,LB,0,1,0
37996313,35,M,,SL,0,0,0
37997310,49,M,,NC,0,1,0
37997392,44,M,N,SL,0,0,0
37997712,45,M,,NC,0,0,0
37997826,39,M,,LB,0,0,0
37998128,26,M,,NC,0,1,0
37998272,24,M,,NC,0,0,0
37998292,24,M,,NC,0,0,0
37998600,18,M,,UB,0,0,0
37998925,20,M,,SU,0,0,0
37999464,59,M,,LB,0,1,0
37999675,21,M,,LB,0,0,0
38000032,37,M,,WS,0,0,0
38000179,19,M,,LB,0,0,0
38001396,30,M,,NC,0,0,0
38001681,29,M,V,WS,0,1,0
38002126,27,F,,LB,0,1,0
38002479,19,M,,NC,0,0,0
38002617,38,M,,SL,0,1,0
38003122,42,M,,SU,0,0,0
38003369,40,M,,WS,0,0,0
38003952,19,M,,LB,0,0,0
38004778,45,M,,NC,0,0,0
38005019,30,M,,UB,0,1,1
38005139,30,M,,LB,0,0,0
38005148,61,M,,LB,0,1,0
38005891,23,F,,UB,0,0,0
38006186,50,M,,WS,0,0,0
38006994,26,M,,NC,0,0,0
38007021,34,M,,LB,0,0,0
38007278,31,M,,LB,0,0,0
38007525,40,M,,SL,0,0,0
38007546,28,M,,LB,0,0,0
38008531,45,M,,NC,0,0,0
38008670,50,M,,WS,0,0,0
38008995,41,M,,NC,0,0,0
38009226,28,M,,NC,0,1,0
38009331,27,M,,WS,0,0,0
38009456,21,F,V,WS,0,0,0
38009522,39,M,,UB,0,0,0
38009610,47,M,,SL,0,0,0
38009626,58,M,,LB,0,0,0
38010135,42,M,,LB,0,0,0
38010847,31,M,,UB,0,0,0
38011080,56,M,,NC,0,0,0
38011483,39,M,,NC,0,0,0
38012011,29,M,,LB,0,0,0
38012080,47,M,,UB,0,0,0
38012097,11,M,,NC,0,0,0
38012442,30,M,,LB,0,0,0
38013003,28,M,,SL,0,0,0
38013214,39,M,,LB,0,0,0
38013323,26,F,,LB,0,0,0
38014007,29,M,,NC,0,1,0
38014569,26,M,,LB,0,0,0
38014996,42,M,,WS,0,0,0
38015378,44,F,,LB,0,0,0
38015982,51,M,,NC,0,0,0
38016137,37,M,,SL,0,0,0
38016241,38,M,,LB,0,0,0
38016468,24,M,,SU,0,0,0
38018206,44,M,,NC,0,0,0
38018212,33,M,,WS,0,0,0
38019619,51,M,,NC,0,0,0
38020438,34,M,V,NC,0,0,0
38020548,22,M,,SU,0,1,1
38021168,50,M,V,NC,0,0,0
38021260,36,M,,LB,0,0,0
38021765,23,M,,SL,0,1,0
38021835,37,M,,WS,0,0,0
38021849,28,M,,SL,0,0,0
38022032,20,M,,SL,0,0,0
38022276,27,M,,WS,0,0,0
38022757,30,M,,LB,0,0,0
38023619,38,M,,SU,0,0,0
38023943,46,M,,NC,0,1,0
38023960,23,M,,SL,0,1,0
38024419,66,M,,LB,0,1,0
38024926,27,M,,SU,0,0,0
38024952,48,M,,LB,0,1,0
38025087,23,M,,UB,0,1,0
38025404,35,M,,NC,0,1,0
38025728,60,M,,LB,0,1,0
38025788,59,M,,NC,0,0,0
38026238,26,M,,LB,0,0,0
38026337,26,M,,SL,0,0,0
38027206,28,M,,SL,0,0,0
38027281,35,M,,LB,0,0,0
38027530,31,M,,NC,0,0,0
38027590,41,M,,LB,0,1,0
38028088,30,M,,UB,0,0,0
38028804,25,M,,NC,0,0,0
38028844,28,M,D,UB,0,1,0
38029104,32,F,,SL,0,0,0
38029145,28,M,,LB,0,0,0
38029183,30,M,,SL,0,0,0
38029358,31,M,,WS,0,0,0
38029681,43,M,,LB,0,0,0
38029843,23,M,,LB,0,0,0
38029924,39,M,,MB,0,0,0
38030308,57,M,N,LB,0,1,0
38030635,41,F,,SL,0,0,0
38030683,23,M,,NC,0,1,0
38032117,68,M,,LB,0,1,0
38032377,54,M,,NC,0,0,0
38032435,57,M,,NC,0,0,0
38032943,24,M,,WS,0,0,0
38033377,22,M,,WS,0,0,0
38033451,44,M,,LB,0,0,0
38033610,31,M,,UB,0,0,0
38034560,53,M,,LB,0,0,0
38034730,30,M,N,NC,0,1,1
38034877,32,M,,SL,0,1,1
38035561,36,F,,NC,0,0,0
38036150,34,M,,SL,0,0,0
38036176,19,M,,NC,0,0,0
38036398,30,M,N,WS,0,0,0
38036913,27,M,,UB,0,0,0
38037192,23,M,,UB,0,1,0
38037706,25,F,,LB,0,0,0
38037762,38,M,,LB,0,0,0
38037875,28,M,,LB,0,1,0
38038043,30,M,,LB,0,0,0
38038576,41,M,,WS,0,0,0
38039106,23,M,,NC,0,0,0
38039212,67,M,,NC,0,1,0
38039373,45,M,,LB,0,0,0
38040790,41,M,,MB,0,0,0
38041527,65,M,V,LB,0,1,0
38041865,38,M,,SL,0,1,0
38042122,26,M,,WS,0,0,0
38042230,31,M,,NC,0,0,0
38042388,31,M,V,WS,0,0,0
38042400,28,M,,UB,0,0,0
38043480,61,M,V,NC,0,1,-1
38043716,36,M,,NC,0,0,0
38043946,27,M,,LB,0,0,0
38044367,29,M,,SL,0,0,0
38044677,36,M,,WS,0,0,0
38044691,20,M,,SL,0,0,0
38045129,23,M,,SL,0,0,0
38045609,34,M,,UB,0,0,0
38045822,37,M,,LB,0,0,0
38045849,35,M,,SL,0,0,0
38046462,25,M,,UB,0,0,0
38046921,32,M,,UB,0,0,0
38047181,27,F,,SU,0,0,0
38047963,54,M,,LB,0,0,0
38048225,29,M,,SL,0,1,0
38048707,28,M,,WS,0,1,0
38048803,30,M,,SL,0,0,0
38049210,34,M,,WS,0,0,0
38049906,29,M,,NC,0,0,0
38050373,28,M,,LB,0,1,0
38053391,49,M,,LB,0,1,0
38053499,33,M,,LB,0,1,0
38054006,17,M,,MB,0,0,0
38054538,28,M,,SU,0,0,0
38054967,30,M,,NC,0,0,0
38055237,23,M,,LB,0,0,0
38055912,40,M,,LB,0,0,0
38056395,22,M,,SL,0,0,0
38056999,29,M,,NC,0,0,0
38057180,25,M,,NC,0,0,0
38057644,54,M,,NC,0,0,0
38057906,30,M,,NC,0,0,0
38057983,50,M,,NC,0,0,0
38057996,39,M,,WS,0,1,0
38058327,26,M,,LB,0,0,0
38058371,45,M,,NC,0,0,0
38058381,34,M,,SU,0,0,1
38059208,32,M,,NC,0,0,0
38059677,25,F,,UB,0,0,0
38059970,41,M,,UB,0,0,0
38060512,14,M,,MB,0,1,0
38060913,35,M,,LB,0,1,0
38061062,40,M,,NC,0,0,0
38061537,34,M,,LB,0,1,0
38061823,29,F,V,SL,0,0,0
38062498,63,M,,NC,0,1,0
38062778,24,F,,LB,0,0,0
38063086,22,M,,LB,0,0,0
38063153,52,M,,LB,0,0,0
38063460,45,M,,WS,0,0,0
38063579,36,M,,NC,0,0,0
38063950,28,F,,UB,0,0,0
38064192,35,M,,NC,0,1,0
38064762,30,M,,NC,0,0,0
38064778,24,M,,LB,0,1,0
38064998,50,M,,LB,0,0,0
38065600,29,M,,SU,0,0,0
38065775,59,M,,NC,0,0,0
38066314,30,M,,NC,0,0,0
38066741,31,M,,WS,0,0,0
38066984,27,M,,SL,0,1,0
38067298,19,M,,NC,0,0,0
38067756,37,M,,NC,0,1,0
38068007,31,M,,LB,0,0,0
38068182,33,M,,NC,0,0,0
38068421,26,M,,SL,0,1,0
38068468,34,M,,SL,0,0,0
38068755,45,F,,UB,0,1,0
38068815,65,M,,NC,0,1,0
38069143,31,M,,UB,0,0,0
38069184,20,F,,NC,0,0,0
38069791,23,M,,NC,0,0,0
38070261,42,M,,LB,0,1,0
38070323,39,M,,SU,0,1,0
38070415,29,M,,UB,0,0,0
38070651,27,M,,SL,0,0,0
38070761,33,M,,SU,0,0,0
38070952,21,M,,LB,0,0,0
38071050,65,M,V,LB,0,1,0
38071088,32,M,,NC,0,0,0
38072293,26,M,,UB,0,0,0
38072758,35,M,,UB,0,0,0
38073524,31,F,V,NC,0,0,0
38073546,69,M,,LB,0,1,0
38073650,29,M,,NC,0,0,0
38074326,43,M,,MB,0,1,0
38074474,35,M,,SL,0,0,0
38075191,35,M,,UB,0,0,0
38075251,51,M,,LB,0,0,0
38075841,37,F,,LB,0,0,0
38076604,25,F,,NC,0,0,0
38076895,49,M,,LB,0,0,0
38077283,24,M,,SL,0,1,0
38077398,33,M,,NC,0,0,0
38079423,23,M,N,UB,0,0,0
38079688,18,M,,SL,0,1,0
38080604,27,M,,LB,0,0,0
38080690,26,M,,NC,0,0,0
38081196,21,M,,UB,0,1,0
38082623,16,M,,SL,0,0,0
38083020,23,M,,SU,0,0,0
38083394,73,M,,NC,0,1,0
38083796,30,M,,SL,0,0,0
38084016,33,M,,NC,0,0,0
38084112,23,M,,NC,0,1,0
38084351,34,M,,NC,0,0,0
38084572,19,M,,SL,0,0,0
38084882,25,M,,SL,0,0,0
38085194,27,M,,NC,0,0,0
38086401,45,F,,NC,0,0,0
38086541,19,F,,NC,0,0,0
38087346,39,M,D,LB,0,1,0
38087437,34,M,,UB,0,0,0
38087750,23,M,,UB,0,0,0
38087791,21,M,,WS,0,1,0
38087873,30,M,N,NC,0,0,0
38089025,58,M,,UB,0,1,0
38089113,51,M,,LB,0,0,0
38089168,37,F,,LB,0,0,0
38089359,34,M,,SL,0,0,0
38090061,51,M,,WS,0,0,0
38090723,58,F,,LB,0,1,0
38091044,36,M,,UB,0,0,0
38091137,28,M,N,MB,0,0,0
38091245,53,M,V,NC,0,1,0
38091326,32,M,,LB,0,0,0
38091816,30,M,,LB,0,1,0
38092123,27,M,N,NC,0,1,0
38092291,64,M,,LB,0,1,0
38092652,40,M,V,SL,0,0,0
38092685,49,M,,SL,0,0,0
38092766,62,M,,LB,0,0,0
38093282,42,F,,NC,0,0,0
38093829,52,M,,LB,0,0,0
38094107,20,M,,SL,0,0,0
38094634,19,F,,SL,0,1,0
38094790,58,F,V,WS,0,1,0
38094949,31,F,V,LB,0,0,0
38095379,38,M,,NC,0,0,0
38095411,26,M,,NC,0,1,0
38095500,28,M,,SL,0,0,0
38096001,31,F,,LB,0,0,0
38096179,31,M,,NC,0,0,0
38096526,23,M,,UB,0,1,0
38096708,38,M,,NC,0,0,0
38096882,23,M,,NC,0,0,0
38096912,39,M,,WS,0,0,0
38097715,40,M,,LB,0,0,0
38098303,25,M,,NC,0,1,-1
38098936,28,F,,LB,0,0,0
38099258,46,M,,NC,0,1,0
38099262,49,M,,LB,0,1,0
38100079,32,M,,SL,0,0,0
38100862,27,M,,SL,0,0,0
38101044,40,M,V,WS,0,1,0
38101093,35,M,,WS,0,0,0
38101555,26,M,,SL,0,0,0
38101609,24,M,,SU,0,1,0
38102639,36,M,,LB,0,0,0
38103100,26,M,,SL,0,0,0
38103263,24,M,,WS,0,0,0
38103938,29,M,,NC,0,0,0
38104120,61,M,,NC,0,0,0
38104527,62,M,,NC,0,1,0
38104667,51,M,N,LB,0,0,0
38105214,30,M,,LB,0,0,0
38105430,84,M,,LB,0,1,0
38105535,24,F,,LB,0,0,0
38105681,48,M,,SL,0,1,0
38105869,62,M,V,NC,0,1,0
38106122,38,F,,NC,0,0,0
38106574,29,F,,LB,0,0,0
38106707,19,F,,WS,0,0,0
38107305,60,M,,LB,0,1,0
38107551,47,M,,MB,0,1,1
38107680,26,M,,LB,0,0,0
38107703,45,M,,SL,0,0,0
38107892,28,F,,LB,0,0,0
38107947,34,F,,LB,0,0,0
38108109,20,M,,SL,0,0,0
38108368,36,M,,UB,0,0,0
38108466,35,F,,SU,0,1,0
38108509,32,M,D,LB,0,0,0
38109219,62,M,,MB,0,1,0
38109235,34,M,,SL,0,0,0
38109316,22,M,V,UB,0,0,0
38109988,22,M,,NC,0,0,0
38110505,10,M,,NC,1,0,0
38110860,42,M,,MB,0,0,0
38111064,23,F,,NC,0,0,0
38111538,66,M,,NC,0,1,0
38111729,23,M,,LB,0,0,0
38112126,52,M,,LB,0,0,0
38112205,28,M,,LB,0,0,1
38112404,32,M,,WS,0,0,0
38112439,42,M,,NC,0,0,0
38112491,37,M,,NC,0,0,0
38112657,38,M,,LB,0,0,0
38114283,35,M,D,SL,0,0,0
38115058,29,M,N,WS,0,0,0
38115087,31,M,,UB,0,0,0
38115113,33,M,,LB,0,1,0
38115361,59,M,,LB,0,0,0
38116163,23,M,,SL,0,0,0
38116495,21,M,,NC,0,1,0
38116738,32,M,,SU,0,1,0
38116924,30,M,,LB,0,0,0
38117109,18,M,,NC,0,0,0
38117491,42,M,,SL,0,1,1
38118018,51,M,,NC,0,0,0
38118327,31,M,,MB,0,0,0
38118475,31,M,,LB,0,1,0
38118915,26,M,,LB,0,0,0
38119760,53,M,,LB,0,0,0
38119761,49,M,,LB,0,1,0
38119798,25,M,,UB,0,0,0
38120181,36,M,,SU,0,0,0
38120931,18,F,,NC,0,0,0
38121456,33,M,,NC,0,0,0
38123469,38,M,V,NC,0,1,0
38124041,27,M,,LB,0,1,0
38124131,55,M,,LB,0,0,0
38124214,25,M,,SL,0,0,0
38125121,34,M,N,SU,0,0,0
38125843,28,M,V,WS,0,1,0
38125969,40,M,V,LB,0,0,0
38126104,42,M,,LB,0,0,0
38126519,57,M,,NC,0,0,0
38126561,35,M,,LB,0,0,0
38126577,46,F,,MB,0,1,0
38126676,42,M,,LB,0,0,0
38127482,20,M,,UB,0,0,0
38128045,28,F,,LB,0,1,0
38128211,22,F,,WS,0,1,0
38128650,68,M,,LB,0,1,0
38128965,28,M,,SU,0,0,0
38129589,19,M,,SL,0,0,0
38129929,33,M,,LB,0,0,0
38130013,24,M,,LB,0,0,0
38130295,18,F,V,LB,0,0,0
38130873,70,F,,NC,0,1,0
38131490,55,M,,LB,0,0,0
38131800,26,F,V,NC,0,1,0
38132334,7,M,V,NC,1,0,0
38132441,24,M,,SL,0,0,0
38132510,22,M,,NC,0,1,0
38133458,43,M,,WS,0,0,0
38133650,56,F,,SL,0,0,0
38133723,49,F,,LB,0,0,0
38133783,18,F,,NC,0,0,0
38134356,44,M,,WS,0,0,0
38134452,38,M,,LB,0,0,0
38135044,25,M,,SU,0,0,0
38135238,7,M,,SL,0,1,0
38135344,36,F,,LB,0,0,0
38135396,41,M,,MB,0,0,0
38135468,38,M,,NC,0,0,0
38136906,70,M,,LB,0,1,0
38137496,65,M,,NC,0,1,0
38137936,22,M,,SL,0,0,0
38138680,26,M,,LB,0,1,0
38139232,62,M,V,WS,0,1,0
38139782,24,M,,SU,0,1,0
38140073,45,M,,NC,0,0,0
38140119,26,M,,SL,0,1,0
38140480,53,M,,WS,0,0,0
38141846,33,M,,UB,0,0,0
38142055,29,F,,LB,0,0,0
38142466,40,M,,LB,0,1,0
38142794,27,M,,SU,0,1,0
38143639,32,M,,LB,0,0,0
38143879,30,F,,NC,0,0,0
38143881,44,M,,NC,0,0,0
38143931,43,M,,LB,0,0,0
38144306,28,M,,UB,0,0,0
38144483,56,M,,NC,0,1,0
38144927,46,M,,SL,0,0,0
38144991,42,M,,LB,0,0,0
38145451,26,M,,LB,0,0,0
38145462,44,M,,SL,0,0,0
38145753,32,F,V,WS,0,0,0
38146431,33,M,,NC,0,0,1
38146594,31,M,,WS,0,0,0
38146737,62,M,V,UB,0,1,0
38146781,22,M,,NC,0,0,0
38146841,46,M,,NC,0,0,0
38147304,27,M,,LB,0,0,0
38147643,28,M,,SU,0,0,0
38147873,20,M,,NC,0,0,0
38147982,29,M,,LB,0,1,0
38148707,19,M,,NC,0,0,0
38148838,29,M,V,WS,0,0,0
38149070,24,M,V,NC,0,0,0
38149324,25,M,,NC,0,0,0
38149853,48,M,,NC,0,1,0
38149885,27,M,,LB,0,0,0
38150692,36,M,,NC,0,0,0
38151142,27,F,,LB,0,0,0
38151181,20,M,,WS,0,0,0
38151282,25,M,,NC,0,0,0
38151369,20,F,,LB,0,0,0
38151411,48,M,V,WS,0,1,0
38151822,39,M,,LB,0,0,0
38151984,29,F,,LB,0,0,0
38152150,26,M,,NC,0,0,0
38152262,32,M,,LB,0,0,0
38152970,40,M,,UB,0,0,0
38152983,35,M,,LB,0,0,0
38153322,19,M,,WS,0,0,0
38153735,60,M,N,LB,0,1,0
38154090,49,M,,WS,0,0,0
38154144,50,F,,LB,0,0,0
38154292,39,M,,SU,0,1,0
38154343,32,M,,SL,0,0,0
38154889,30,M,,SL,0,1,0
38155202,34,M,,WS,0,0,0
38155688,26,M,,UB,0,0,0
38155776,36,M,,NC,0,1,0
38155803,23,M,,NC,0,0,0
38156198,41,M,,SL,0,0,0
38156241,39,M,,WS,0,0,0
38156380,45,M,,LB,0,0,0
38156935,40,M,,NC,0,1,0
38157458,48,M,,LB,0,0,0
38157724,40,M,,NC,0,0,0
38157799,6,F,,NC,0,0,1
38158337,42,M,,LB,0,0,0
38159533,65,F,,LB,0,1,0
38159685,19,F,,UB,0,0,0
38160149,20,M,,MB,0,0,0
38160953,27,M,V,WS,0,0,0
38161289,37,M,,SL,0,1,0
38161450,36,F,,NC,0,0,0
38161468,20,M,,LB,0,0,0
38163125,33,F,N,NC,0,1,0
38163530,27,M,,UB,0,0,0
38163593,43,M,,LB,0,0,0
38163752,56,F,,LB,0,1,0
38164155,31,M,,UB,0,0,0
38164675,28,M,,LB,0,0,0
38164718,52,M,,LB,0,0,0
38165247,26,M,,WS,0,0,0
38165300,30,M,,SL,0,0,0
38165483,38,M,,NC,0,0,0
38165742,35,M,,SL,0,0,0
38166110,32,M,N,LB,0,0,0
38166249,26,M,,LB,0,0,0
38166717,30,M,,LB,0,0,0
38166873,31,M,,NC,0,0,0
38167260,27,M,,SU,0,0,0
38167401,27,M,,NC,0,0,0
38167926,51,F,,LB,0,0,0
38168050,33,M,,UB,0,0,0
38168773,36,M,,NC,0,0,0
38169142,32,M,,WS,0,1,0
38169572,28,M,,SL,0,0,0
38169650,50,M,,NC,0,0,0
38169751,24,M,,NC,0,0,0
38170643,48,M,,WS,0,0,0
38170724,29,M,,WS,0,0,0
38170984,27,M,,LB,0,1,0
38171881,30,F,,SL,0,0,0
38172384,33,M,,NC,0,0,0
38172603,53,M,,LB,0,0,0
38172705,16,M,,LB,0,0,0
38173413,25,F,,WS,0,0,0
38173628,33,M,,WS,0,0,0
38173655,21,M,,NC,0,1,0
38173878,23,M,,UB,0,0,0
38174219,30,M,,LB,0,0,0
38175006,47,F,,LB,0,0,0
38175171,35,M,,LB,0,1,0
38175974,24,F,,NC,0,0,0
38176507,30,M,,UB,0,0,0
38176547,20,M,,UB,0,0,0
38177226,34,M,,LB,0,0,0
38177556,24,M,,NC,0,0,0
38178241,58,M,,SL,0,0,0
38179273,28,M,,SL,0,0,0
38179898,22,M,,LB,0,0,0
38180120,32,M,,NC,0,1,0
38180284,27,F,,UB,0,0,0
38180786,27,M,,MB,0,0,0
38181321,24,M,,LB,0,0,0
38181382,25,F,,LB,0,1,0
38182423,28,F,,LB,0,0,0
38183997,40,M,,UB,0,0,0
38184721,25,M,,NC,0,0,0
38184819,38,M,V,WS,0,0,0
38184821,41,M,,LB,0,0,0
38185045,25,M,,SL,0,0,0
38185452,55,M,,LB,0,0,0
38185728,25,M,,UB,0,1,0
38185779,24,M,,LB,0,0,0
38186516,33,M,,UB,0,1,0
38186801,44,M,,LB,0,0,0
38187322,28,M,,NC,0,0,0
38187480,42,M,,NC,0,0,0
38187729,45,M,,LB,0,0,0
38187864,30,M,,LB,0,1,0
38188740,71,M,,SL,0,1,0
38188868,29,M,,NC,0,0,0
38188918,28,M,,NC,0,0,0
38189230,34,M,,LB,0,0,0
38189241,36,M,,LB,0,0,0
38189295,50,M,,LB,0,0,0
38190437,21,M,N,NC,0,1,-1
38190509,30,M,,MB,0,0,1
38190687,29,M,,NC,0,0,0
38190800,39,M,,NC,0,0,0
38191263,25,M,,NC,0,0,0
38192030,24,M,,LB,0,0,0
38193295,31,F,,LB,0,0,0
38193880,19,F,,LB,0,0,0
38193903,29,M,,NC,0,0,0
38194019,23,M,,LB,0,0,0
38194780,39,M,,LB,0,1,1
38194964,54,M,N,LB,0,0,0
38195005,43,M,N,LB,0,1,0
38195632,28,M,,SL,0,0,0
38195734,24,M,,SU,0,0,0
38195780,9,M,,NC,1,0,0
38196144,51,M,,NC,0,0,0
38196178,36,M,,NC,0,0,0
38196635,27,M,,SL,0,0,0
38196848,24,M,,UB,0,1,0
38197465,55,M,,LB,0,0,0
38197933,39,M,,LB,0,1,0
38198634,41,M,,UB,0,1,0
38198938,30,M,,LB,0,0,0
38199101,27,M,,LB,0,0,0
38199549,29,F,,NC,0,0,0
38199556,25,F,,NC,0,1,0
38199978,28,M,,SL,0,0,0
38200096,30,M,,LB,0,0,0
38200339,26,M,,LB,0,0,0
38201101,30,M,,SL,0,1,0
38201102,30,M,,UB,0,1,0
38201599,27,M,,NC,0,1,0
38201721,39,F,,NC,0,1,0
38202857,45,M,,NC,0,0,0
38202893,26,M,,MB,0,0,0
38202903,22,M,,NC,0,0,0
38204695,21,F,,LB,0,1,0
38205026,20,M,,LB,0,0,0
38205689,22,M,,UB,0,0,0
38206313,35,M,,NC,0,0,0
38207685,42,M,,NC,0,1,0
38208398,40,M,,NC,0,0,0
38208965,39,M,,SL,0,0,0
38208968,39,M,,UB,0,0,0
38209815,19,F,,NC,0,1,0
38210436,41,M,,LB,0,0,0
38211291,34,M,,WS,0,0,0
38211633,25,F,,LB,0,1,0
38211923,22,M,,NC,0,0,0
38211997,35,M,,WS,0,0,0
38212786,10,M,,NC,1,0,0
38212809,28,M,,WS,0,0,0
38212968,40,M,,LB,0,0,0
38213822,19,F,,WS,0,0,0
38214822,25,M,,SL,0,0,0
38215426,41,M,,LB,0,0,0
38215744,38,M,,LB,0,1,0
38216184,33,M,,LB,0,0,0
38216319,36,M,V,SU,0,0,0
38216348,24,F,,NC,0,0,0
38216549,29,M,,UB,0,0,0
38216735,49,M,V,MB,0,0,0
38217224,68,M,V,LB,0,1,0
38217686,31,M,,LB,0,0,0
38217710,32,M,,NC,0,1,0
38217901,33,M,,LB,0,0,0
38218079,48,M,,NC,0,0,0
38218351,45,M,V,WS,0,1,0
38218354,22,M,,LB,0,0,0
38218441,35,M,,NC,0,0,0
38218537,26,M,,NC,0,1,0
38218725,26,M,,NC,0,1,0
38218844,31,M,,SL,0,0,0
38218858,48,M,,LB,0,0,0
38219152,28,F,,SL,0,0,0
38219296,33,M,,LB,0,0,0
38219372,26,M,,UB,0,1,0
38219704,21,M,,LB,0,0,0
38219791,29,M,,SL,0,0,0
38219886,33,M,,LB,0,0,0
38220378,30,M,,SL,0,0,0
38220470,32,M,,LB,0,1,0
38221563,20,M,,NC,0,0,0
38222009,30,M,,NC,0,0,0
38222281,25,M,,WS,0,0,0
38222307,22,M,,SL,0,0,0
38222677,30,M,,NC,0,0,0
38223037,32,M,,UB,0,0,0
38223423,33,M,,SL,0,0,0
